INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,R_CLOTHING,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,R_TAX,R_TAX_DEBT,R_TRAVEL,R_TRAVEL_DEBT,T_UTILITIES_12,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS
0.05024815207508299,0.0,0.08918376442125651,0.0,0.43242542012832225,0.004097771461138955,0.043671251878395566,0.4727392988755551,0.0,0.0027615590973646834,0.0,0.0,0.032365145228215764,0.0,0.049065233731548565,0.29336349924585214,0.06597967654214972,0.0018624963873992485,0.0,0.0,0.35531855178220606,0.19193391642371233,0.0,0.014784151389710232,0.04751600716553449,0.7730313947503858,0.25874001774622896,0.0,0.0029836065573770497,0.3314,0.02418136020151133,0.005857294994675186,0.0002953337271116361,0.03609986909894438,0.21091927204853012,0.0,0.0016510407453269652,0.0,0.5951380552220888,0.0,0.6128259202453988,0.004579091540946073,0.045405774483027704,0.09534206695778749,0.0017168248838618462,0.7119123365146693,0.24994375703037125,0.0,0.006246689254695011,1.0,1.0,0.0,0.0,0.0
0.11653632263696695,0.031315690332958654,0.05288458638680298,0.07335269874373107,0.11056307195018461,0.01182036326061041,0.1345046815397064,0.018047812529528487,0.038053202910652506,0.014517910683288622,0.0,0.0,0.0,0.0,0.2757760399174783,0.2875816993464052,0.15993988836410478,0.017533155646896375,0.0,0.0,0.5863036766769577,0.0,0.0,0.0,0.04100672212270091,0.48739063304168806,0.12014196983141082,0.016105458429366462,0.005442622950819672,0.2355,0.015365239294710327,0.005431309904153355,0.0007383343177790904,0.1962194814396714,0.4941670555296314,0.11942685771409531,0.015272126894274428,0.1159701404808088,0.5009003601440576,0.016195372750642673,0.14838957055214724,0.008735707374245337,0.13875341396800625,0.04541484716157205,0.009089072914562714,0.32007776599505117,0.18177727784027004,0.07684392451473042,0.022208229638291704,0.0,1.0,0.0,1.0,0.0
0.04669578639891012,0.007432355162313611,0.08961267428651849,0.04344803614876608,0.46755998551374844,0.08439428620406697,0.02674835279158479,0.702352830010394,0.03190981748777287,0.001735837146914944,0.0,0.0,0.0,0.0,0.057749204369172705,0.5731523378582203,0.0835837984828968,0.0021836164541922222,0.025334271639690358,0.033271719038817,0.4852652259332023,0.18853255587949466,0.061845330956095394,0.013010053222945005,0.04157428921090438,0.7475553268142047,0.24880212954747113,0.05629883635954804,0.002655737704918033,0.4343,0.072544080604534,0.04387646432374867,0.000836778893482969,0.03313357912308302,0.20811945870275317,0.08497167610796402,0.001533109263517896,0.0,0.5483193277310923,0.0,0.5517638036809817,0.004088474590130423,0.0416991806476785,0.05749636098981077,0.0016158351848111494,0.6944149876281371,0.24994375703037125,0.14271870847860618,0.005776938222741946,1.0,1.0,0.0,1.0,0.0
0.12182107072409658,0.0221596963868149,0.10540543710271387,0.04965489845573266,0.2108073923125571,0.03329405164079891,0.15852502600855392,0.5079845034489275,0.0634021233448646,0.008600284046078585,0.11514818593214575,0.1029800075443229,0.015721530659289995,0.004731967822618806,0.2150362231924387,0.30065359477124176,0.11929297266351796,0.006871969429369641,0.0,0.0,0.5223126578725793,0.4698736637512147,0.13461109872966348,0.07332939089296274,0.040456891506003796,0.6448790530108081,0.10008873114463177,0.019815616392152454,0.002360655737704918,0.3844,0.06448362720403022,0.03407880724174654,0.0016243354991139988,0.15154499273439093,0.36514232384507705,0.13035654781739422,0.005926056960905714,0.09845412331746312,0.637454981992797,0.006940874035989718,0.45312500000000006,0.005424042956239695,0.10773507608271557,0.04978165938864629,0.003534639466774389,0.5683987274655353,0.24994375703037125,0.12487637239133258,0.012813208999230408,1.0,1.0,0.0,1.0,0.0
0.2265101330022625,0.4026624878986408,0.4020244210554534,0.48526490888326135,0.43242542012832225,0.006988407746017393,0.04572881747774824,0.15383161674383444,0.0010139568173684838,0.0006312135079690705,0.0,0.0,0.0,0.0,0.08306545762766077,0.31473102061337366,0.0247602690711321,0.0007064641469445427,0.0,0.0,0.5383104125736741,0.05636540330417881,0.0016714954312458214,0.004139562389118865,0.27127933168975366,0.4482758620689654,0.4118899733806566,0.008347855416268481,0.004754098360655739,0.3435,0.12619647355163727,0.006815761448349308,0.00152589092341012,0.5122914890295308,0.6635557629491368,0.02425858047317561,0.005247950940503568,0.2316463880561923,0.36404561824729886,0.004113110539845759,0.4197661042944786,0.0015945050901508648,0.5041943035505267,0.012809315866084426,0.004342557059179964,0.5010604453870624,0.18177727784027004,0.011618497687289583,0.005676991194666826,1.0,1.0,1.0,1.0,1.0
0.2743356683492072,0.11643920060799563,0.2840311495789647,0.1158634986841452,0.25224996351410517,0.017074047754745646,0.26461680730551385,0.15770575451195312,0.020159847310032203,0.005365314817737099,0.14857830442857517,0.059034326669181444,0.0038727524204702625,0.002298384370986277,0.3491499944025972,0.30316742081447956,0.08601688850722772,0.004142448861629363,0.0,0.0,0.5326971653101321,0.0,0.0,0.0,0.2364803745942782,0.7045805455481214,0.24205856255545694,0.020546405081792122,0.00478688524590164,0.1135,0.1030226700251889,0.023322683706070286,0.0021657806654853317,0.3680841609722706,0.393607092860476,0.060246584471842723,0.00533639955186037,0.46370422617998003,0.2001800720288116,0.012082262210796916,0.5829179447852761,0.0,0.5553550526726493,0.048908296943231434,0.006766309836396688,0.48373983739837384,0.0,0.03567468206475589,0.007136217804563582,0.0,1.0,0.0,1.0,0.0
0.09195220014076551,0.014635647350167228,0.06426108547704495,0.04344803614876608,0.17026750917552688,0.03073294447758707,0.061449543405386664,0.04157611263346877,0.03721817964929022,0.005444216506233233,0.0,0.0,0.0,0.0,0.16414783540437236,0.2953745600804424,0.12065264061829112,0.0086060177900517,0.3370865587614356,0.25231053604436227,0.8181307886612407,0.0,0.0,0.0,0.025505046026143556,0.5254760679361811,0.09352262644188108,0.021164764742256453,0.002754098360655738,0.6893,0.08060453400503778,0.04866879659211927,0.0025103366804489075,0.11698231034358524,0.37330844610359315,0.1523492169276908,0.007488649094875877,0.08293657791100922,0.5039015606242496,0.009511568123393316,0.6260544478527609,0.01048012319936765,0.08252048380803746,0.057787481804949054,0.004443546758230661,0.6800989749027924,0.24994375703037125,0.14271870847860618,0.015861593355521574,0.0,1.0,0.0,1.0,0.0
0.3335447836712008,0.0641730053920806,0.3728436388981038,0.05252246884155122,0.27234423225569315,0.04066730842320827,0.10132932608946943,0.2742133610507418,0.01401646188715257,0.0015780337699226763,0.0,0.0,0.0,0.0,0.5732540101392953,0.30970336852689806,0.11614426792614857,0.0051700330753668795,0.0,0.0,0.35447656469267474,0.0,0.0,0.0,0.1665632039162129,0.17807514153371073,0.22608695652173916,0.04230142222721907,0.004131147540983607,0.4972,0.1012594458438287,0.05058572949946752,0.0019688915140775743,0.0,0.0,0.0,0.0,0.6814200905190149,0.0,0.013367609254498715,0.11838573619631904,0.003829537866088829,0.9052380023410066,0.14454148471615721,0.008382145021207838,0.20837751855779424,0.07686539182602176,0.09082008811276836,0.00762595824213167,0.0,1.0,1.0,1.0,0.0
0.11873691651034445,0.021598543612800464,0.018439940890859194,0.04965489845573266,0.037837224261228194,0.005975916714160976,0.1366778407120564,0.37494094302182746,0.05606584754861028,0.04237020672242386,0.0,0.0,0.0,0.0,0.3827184186537447,0.44645550527903477,0.21783311864891944,0.06981150252079253,0.0,0.0,0.4299747403873141,0.7240038872691933,0.20759973256073103,0.6298048492016558,0.07874993348823185,0.7599073597529592,0.18118899733806565,0.03586486030693125,0.023901639344262298,0.5535,0.08942065491183877,0.047284345047923323,0.012502461114392596,0.2412542482796719,0.5961269248716753,0.21286237920693105,0.0538062385753877,0.15682125433492036,0.6380552220888354,0.062210796915167094,0.3983895705521473,0.0,0.16986929379633242,0.08064046579330422,0.031912744900020204,0.6106398020501942,0.24994375703037125,0.12487637239133258,0.07139216215405834,1.0,1.0,0.0,1.0,0.0
0.26280256277809494,0.5160713261578583,0.06890587774058325,0.5360494562788619,0.0638800451884564,0.0009346333740947767,0.06544908103109467,0.27100066143815554,0.0011332458547059525,0.005444216506233233,0.0,0.0,0.0,0.0,0.1388635673047706,0.6287078934137759,0.03570917418062115,0.00677563340933175,0.0,0.0,0.46842548414257645,0.06316812439261418,0.0016714954312458214,0.03252513305736251,0.394973483975098,0.5651055069480185,0.4679680567879325,0.008572713474619147,0.03659016393442623,0.0513,0.08690176322418136,0.004259850905218318,0.007186454026383146,0.6197024102607213,0.6920205319645357,0.022859046984338556,0.03700100241759538,0.25468759184153295,0.5003001200480193,0.026992287917737792,0.057994631901840496,0.007986153699388092,0.6087592664845883,0.01208151382823872,0.03059987881236114,0.4270060091905266,0.18177727784027004,0.010519585610245857,0.03843962699769122,1.0,1.0,0.0,1.0,1.0
