R_ENTERTAINMENT,CAT_CREDIT_CARD,R_CLOTHING_DEBT,R_GAMBLING,R_TAX_INCOME,R_HEALTH_DEBT,R_TAX_SAVINGS,R_ENTERTAINMENT_DEBT,R_EDUCATION_INCOME,R_TAX,R_DEBT_INCOME,R_GROCERIES,T_EXPENDITURE_12,R_UTILITIES_SAVINGS,T_GAMBLING_6,R_EXPENDITURE_INCOME,R_TAX_DEBT,DEBT,R_GAMBLING_INCOME,T_ENTERTAINMENT_6,INCOME,R_TRAVEL,R_EXPENDITURE_DEBT,T_TRAVEL_12,T_CLOTHING_12,T_TAX_12,T_EXPENDITURE_6,R_HOUSING_DEBT,R_SAVINGS_INCOME,T_FINES_12,R_EXPENDITURE,R_DEBT_SAVINGS,CAT_GAMBLING,T_FINES_6,R_GROCERIES_DEBT,R_UTILITIES_DEBT,R_TRAVEL_DEBT,CREDIT_SCORE
0.29336349924585214,0.0,0.0027615590973646834,0.35531855178220606,0.0,0.0002953337271116361,0.13522782949534543,0.0018624963873992485,0.0,0.5951380552220888,0.43242542012832225,0.7730313947503858,0.06802798957916001,0.09534206695778749,0.051358234295415965,0.24994375703037125,0.0,0.08918376442125651,0.19193391642371233,0.035265283892343305,0.05024815207508299,0.6128259202453988,0.006246689254695011,0.08262489783290311,0.043671251878395566,0.0,0.06518209151194097,0.0016510407453269652,0.0,0.0,0.7119123365146693,0.004097771461138955,1.0,0.0,0.0029836065573770497,0.0017168248838618462,0.004579091540946073,0.28800000000000003
0.2875816993464052,0.0,0.014517910683288622,0.5863036766769577,0.28571428571428575,0.0007383343177790904,0.10583047525722686,0.017533155646896375,0.0,0.5009003601440576,0.11056307195018461,0.48739063304168806,0.1461948883617702,0.04541484716157205,0.0,0.18177727784027004,0.016195372750642673,0.05288458638680298,0.0,0.19729496664094767,0.11653632263696695,0.14838957055214724,0.022208229638291704,0.09343498478460636,0.1345046815397064,0.1159701404808088,0.0855335984942399,0.015272126894274428,0.07335269874373107,0.0,0.32007776599505117,0.01182036326061041,0.0,0.0,0.005442622950819672,0.009089072914562714,0.008735707374245337,0.65
0.5731523378582203,0.0,0.001735837146914944,0.4852652259332023,0.0,0.000836778893482969,0.0,0.0021836164541922222,0.0,0.5483193277310923,0.46755998551374844,0.7475553268142047,0.06304226629952071,0.05749636098981077,0.051697792869269954,0.24994375703037125,0.0,0.08961267428651849,0.18853255587949466,0.05062860255071938,0.04669578639891012,0.5517638036809817,0.005776938222741946,0.07421602626560213,0.02674835279158479,0.0,0.059357398024213685,0.001533109263517896,0.04344803614876608,0.025334271639690358,0.6944149876281371,0.08439428620406697,1.0,0.033271719038817,0.002655737704918033,0.0016158351848111494,0.004088474590130423,0.3380000000000001
0.30065359477124176,0.0,0.008600284046078585,0.5223126578725793,0.23214285714285715,0.0016243354991139988,0.12738853503184713,0.006871969429369641,0.1029800075443229,0.637454981992797,0.2108073923125571,0.6448790530108081,0.1684801387184232,0.04978165938864629,0.3443123938879457,0.24994375703037125,0.006940874035989718,0.10540543710271387,0.4698736637512147,0.15542595198111925,0.12182107072409658,0.45312500000000006,0.012813208999230408,0.11561852075896877,0.15852502600855392,0.09845412331746312,0.13823170965928336,0.005926056960905714,0.04965489845573266,0.0,0.5683987274655353,0.03329405164079891,1.0,0.0,0.002360655737704918,0.003534639466774389,0.005424042956239695,0.5180000000000001
0.31473102061337366,1.0,0.0006312135079690705,0.5383104125736741,0.29352678571428575,0.00152589092341012,0.016658500734933857,0.0007064641469445427,0.0,0.36404561824729886,0.43242542012832225,0.4482758620689654,0.2865095061547821,0.012809315866084426,0.07741935483870968,0.18177727784027004,0.004113110539845759,0.4020244210554534,0.05636540330417881,0.06070439794853175,0.2265101330022625,0.4197661042944786,0.005676991194666826,0.13006737256242004,0.04572881747774824,0.2316463880561923,0.21701522871001197,0.005247950940503568,0.48526490888326135,0.0,0.5010604453870624,0.006988407746017393,1.0,0.0,0.004754098360655739,0.004342557059179964,0.0015945050901508648,0.3460000000000001
0.30316742081447956,0.0,0.005365314817737099,0.5326971653101321,0.48437500000000006,0.0021657806654853317,0.11415972562469379,0.004142448861629363,0.059034326669181444,0.2001800720288116,0.25224996351410517,0.7045805455481214,0.25419133560997736,0.048908296943231434,0.0,0.0,0.012082262210796916,0.2840311495789647,0.0,0.25284800072618346,0.2743356683492072,0.5829179447852761,0.007136217804563582,0.0,0.26461680730551385,0.46370422617998003,0.18836667632792883,0.00533639955186037,0.1158634986841452,0.0,0.48373983739837384,0.017074047754745646,0.0,0.0,0.00478688524590164,0.006766309836396688,0.0,0.592
0.2953745600804424,0.0,0.005444216506233233,0.8181307886612407,0.25892857142857145,0.0025103366804489075,0.16217540421362076,0.0086060177900517,0.0,0.5039015606242496,0.17026750917552688,0.5254760679361811,0.1265593633875785,0.057787481804949054,0.0,0.24994375703037125,0.009511568123393316,0.06426108547704495,0.0,0.11816366359551582,0.09195220014076551,0.6260544478527609,0.015861593355521574,0.13613967685182193,0.061449543405386664,0.08293657791100922,0.11724465458659691,0.007488649094875877,0.04344803614876608,0.3370865587614356,0.6800989749027924,0.03073294447758707,0.0,0.25231053604436227,0.002754098360655738,0.004443546758230661,0.01048012319936765,0.5599999999999999
0.30970336852689806,1.0,0.0015780337699226763,0.35447656469267474,0.5859375,0.0019688915140775743,0.30377266046055856,0.0051700330753668795,0.0,0.0,0.27234423225569315,0.17807514153371073,0.3576026980563734,0.14454148471615721,0.0,0.07686539182602176,0.013367609254498715,0.3728436388981038,0.0,0.41728316615985117,0.3335447836712008,0.11838573619631904,0.00762595824213167,0.28858914743000685,0.10132932608946943,0.6814200905190149,0.17270146350661914,0.0,0.05252246884155122,0.0,0.20837751855779424,0.04066730842320827,0.0,0.0,0.004131147540983607,0.008382145021207838,0.003829537866088829,0.592
0.44645550527903477,0.0,0.04237020672242386,0.4299747403873141,0.3783482142857143,0.012502461114392596,0.20774130328270457,0.06981150252079253,0.0,0.6380552220888354,0.037837224261228194,0.7599073597529592,0.16415154733363432,0.08064046579330422,0.4847198641765705,0.24994375703037125,0.062210796915167094,0.018439940890859194,0.7240038872691933,0.3081287160168838,0.11873691651034445,0.3983895705521473,0.07139216215405834,0.0,0.1366778407120564,0.15682125433492036,0.14125580112233602,0.0538062385753877,0.04965489845573266,0.0,0.6106398020501942,0.005975916714160976,1.0,0.0,0.023901639344262298,0.031912744900020204,0.0,0.676
0.6287078934137759,0.0,0.005444216506233233,0.46842548414257645,0.2779017857142857,0.007186454026383146,0.014208721215090642,0.00677563340933175,0.0,0.5003001200480193,0.0638800451884564,0.5651055069480185,0.33281610693867686,0.01208151382823872,0.09617996604414263,0.18177727784027004,0.026992287917737792,0.06890587774058325,0.06316812439261418,0.1260836018699224,0.26280256277809494,0.057994631901840496,0.03843962699769122,0.11127786217947237,0.06544908103109467,0.25468759184153295,0.22902429400035618,0.03700100241759538,0.5360494562788619,0.0,0.4270060091905266,0.0009346333740947767,1.0,0.0,0.03659016393442623,0.03059987881236114,0.007986153699388092,0.672
0.6098541980894921,1.0,0.0015780337699226763,0.44092057255122097,0.4296875,0.0018212246505217562,0.02596766291033807,0.0015092643139269773,0.3257261410788382,0.5003001200480193,0.3621562893574699,0.5455481214616572,0.40709956820075166,0.01848617176128093,0.0,0.24994375703037125,0.007455012853470437,0.43380463155637317,0.0,0.17587255480415742,0.29183922524596206,0.36407208588957063,0.0074560482944039655,0.20111102388747534,0.1219743382267946,0.4367836360430259,0.30448340765521165,0.0,0.4531009484085605,0.0,0.49063273241428057,0.006268224411722222,0.0,0.0,0.008065573770491804,0.0069682892344980814,0.0022895457704730365,0.5040000000000001
